"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"19/11/2023 03:00 - 19/11/2023 04:00","BZN|CZ","5413.62","5144.00"
"19/11/2023 04:00 - 19/11/2023 05:00","BZN|CZ","5500.18","5216.00"
"19/11/2023 05:00 - 19/11/2023 06:00","BZN|CZ","5581.61","5273.00"
"19/11/2023 06:00 - 19/11/2023 07:00","BZN|CZ","5776.31","5587.00"
"19/11/2023 07:00 - 19/11/2023 08:00","BZN|CZ","6099.18","5874.00"
"19/11/2023 08:00 - 19/11/2023 09:00","BZN|CZ","6477.38","6341.00"
"19/11/2023 09:00 - 19/11/2023 10:00","BZN|CZ","6967.28","6817.00"
"19/11/2023 10:00 - 19/11/2023 11:00","BZN|CZ","7379.37","7177.00"
"19/11/2023 11:00 - 19/11/2023 12:00","BZN|CZ","7490.91","7337.00"
"19/11/2023 12:00 - 19/11/2023 13:00","BZN|CZ","7333.75","7202.00"
"19/11/2023 13:00 - 19/11/2023 14:00","BZN|CZ","7324.32","7107.00"
"19/11/2023 14:00 - 19/11/2023 15:00","BZN|CZ","7148.59","6935.00"
"19/11/2023 15:00 - 19/11/2023 16:00","BZN|CZ","7059.87","6907.00"
"19/11/2023 16:00 - 19/11/2023 17:00","BZN|CZ","7173.64","7023.00"
"19/11/2023 17:00 - 19/11/2023 18:00","BZN|CZ","7254.35","7027.00"
"19/11/2023 18:00 - 19/11/2023 19:00","BZN|CZ","7266.28","6988.00"
"19/11/2023 19:00 - 19/11/2023 20:00","BZN|CZ","7141.05","6937.00"
"19/11/2023 20:00 - 19/11/2023 21:00","BZN|CZ","7013.23","6761.00"
"19/11/2023 21:00 - 19/11/2023 22:00","BZN|CZ","6635.12","6405.00"
"19/11/2023 22:00 - 19/11/2023 23:00","BZN|CZ","6514.25","6267.00"
"19/11/2023 23:00 - 20/11/2023 00:00","BZN|CZ","6187.05","5972.00"
"20/11/2023 00:00 - 20/11/2023 01:00","BZN|CZ","5882.07","5863.00"
"20/11/2023 01:00 - 20/11/2023 02:00","BZN|CZ","5879.70","5870.00"
"20/11/2023 02:00 - 20/11/2023 03:00","BZN|CZ","5756.01","5695.00"
"20/11/2023 03:00 - 20/11/2023 04:00","BZN|CZ","5724.91","5676.00"
"20/11/2023 04:00 - 20/11/2023 05:00","BZN|CZ","5934.79","5828.00"
"20/11/2023 05:00 - 20/11/2023 06:00","BZN|CZ","6528.25","6416.00"
"20/11/2023 06:00 - 20/11/2023 07:00","BZN|CZ","7684.23","7579.00"
"20/11/2023 07:00 - 20/11/2023 08:00","BZN|CZ","8180.55","8096.00"
"20/11/2023 08:00 - 20/11/2023 09:00","BZN|CZ","8370.21","8299.00"
"20/11/2023 09:00 - 20/11/2023 10:00","BZN|CZ","8521.49","8439.00"
"20/11/2023 10:00 - 20/11/2023 11:00","BZN|CZ","8477.26","8413.00"
"20/11/2023 11:00 - 20/11/2023 12:00","BZN|CZ","8477.40","8408.00"
"20/11/2023 12:00 - 20/11/2023 13:00","BZN|CZ","8571.15","8446.00"
"20/11/2023 13:00 - 20/11/2023 14:00","BZN|CZ","8590.18","8368.00"
"20/11/2023 14:00 - 20/11/2023 15:00","BZN|CZ","8356.58","8184.00"
"20/11/2023 15:00 - 20/11/2023 16:00","BZN|CZ","8223.54","8157.00"
"20/11/2023 16:00 - 20/11/2023 17:00","BZN|CZ","8323.50","8310.00"
"20/11/2023 17:00 - 20/11/2023 18:00","BZN|CZ","8304.72","8233.00"
"20/11/2023 18:00 - 20/11/2023 19:00","BZN|CZ","8189.65","8035.00"
"20/11/2023 19:00 - 20/11/2023 20:00","BZN|CZ","8109.73","7939.00"
"20/11/2023 20:00 - 20/11/2023 21:00","BZN|CZ","7814.76","7656.00"
"20/11/2023 21:00 - 20/11/2023 22:00","BZN|CZ","7332.79","7152.00"
"20/11/2023 22:00 - 20/11/2023 23:00","BZN|CZ","6932.46","6740.00"
"20/11/2023 23:00 - 21/11/2023 00:00","BZN|CZ","6441.69","6294.00"
"21/11/2023 00:00 - 21/11/2023 01:00","BZN|CZ","6115.97","6080.00"
"21/11/2023 01:00 - 21/11/2023 02:00","BZN|CZ","6073.19","6070.00"
"21/11/2023 02:00 - 21/11/2023 03:00","BZN|CZ","5916.48","5930.00"
"21/11/2023 03:00 - 21/11/2023 04:00","BZN|CZ","5898.29","5922.00"
"21/11/2023 04:00 - 21/11/2023 05:00","BZN|CZ","6100.81","6100.00"
"21/11/2023 05:00 - 21/11/2023 06:00","BZN|CZ","6680.92","6682.00"
"21/11/2023 06:00 - 21/11/2023 07:00","BZN|CZ","7836.60","7780.00"
"21/11/2023 07:00 - 21/11/2023 08:00","BZN|CZ","8350.19","8258.00"
"21/11/2023 08:00 - 21/11/2023 09:00","BZN|CZ","8489.24","8415.00"
"21/11/2023 09:00 - 21/11/2023 10:00","BZN|CZ","8547.88","8556.00"
"21/11/2023 10:00 - 21/11/2023 11:00","BZN|CZ","8527.62","8527.00"
"21/11/2023 11:00 - 21/11/2023 12:00","BZN|CZ","8545.42","8510.00"
"21/11/2023 12:00 - 21/11/2023 13:00","BZN|CZ","8580.92","8550.00"
"21/11/2023 13:00 - 21/11/2023 14:00","BZN|CZ","8579.69","8522.00"
"21/11/2023 14:00 - 21/11/2023 15:00","BZN|CZ","8391.46","8363.00"
"21/11/2023 15:00 - 21/11/2023 16:00","BZN|CZ","8374.44","8352.00"
"21/11/2023 16:00 - 21/11/2023 17:00","BZN|CZ","8484.25","8496.00"
"21/11/2023 17:00 - 21/11/2023 18:00","BZN|CZ","8444.94","8385.00"
"21/11/2023 18:00 - 21/11/2023 19:00","BZN|CZ","8293.85","8192.00"
"21/11/2023 19:00 - 21/11/2023 20:00","BZN|CZ","8205.07","8108.00"
"21/11/2023 20:00 - 21/11/2023 21:00","BZN|CZ","7948.74","7856.00"
"21/11/2023 21:00 - 21/11/2023 22:00","BZN|CZ","7453.81","7345.00"
"21/11/2023 22:00 - 21/11/2023 23:00","BZN|CZ","7042.27","6944.00"
"21/11/2023 23:00 - 22/11/2023 00:00","BZN|CZ","6604.91","6503.00"
"22/11/2023 00:00 - 22/11/2023 01:00","BZN|CZ","6367.27","6251.00"
"22/11/2023 01:00 - 22/11/2023 02:00","BZN|CZ","6386.73","6245.00"
"22/11/2023 02:00 - 22/11/2023 03:00","BZN|CZ","6235.83","6112.00"
"22/11/2023 03:00 - 22/11/2023 04:00","BZN|CZ","6224.98","6113.00"
"22/11/2023 04:00 - 22/11/2023 05:00","BZN|CZ","6470.25","6306.00"
"22/11/2023 05:00 - 22/11/2023 06:00","BZN|CZ","7061.06","6885.00"
"22/11/2023 06:00 - 22/11/2023 07:00","BZN|CZ","8293.22","7994.00"
"22/11/2023 07:00 - 22/11/2023 08:00","BZN|CZ","8811.85","8510.00"
"22/11/2023 08:00 - 22/11/2023 09:00","BZN|CZ","8926.17","8694.00"
"22/11/2023 09:00 - 22/11/2023 10:00","BZN|CZ","9041.69","8853.00"
"22/11/2023 10:00 - 22/11/2023 11:00","BZN|CZ","9045.64","8851.00"
"22/11/2023 11:00 - 22/11/2023 12:00","BZN|CZ","9078.50","8875.00"
"22/11/2023 12:00 - 22/11/2023 13:00","BZN|CZ","9149.52","8930.00"
"22/11/2023 13:00 - 22/11/2023 14:00","BZN|CZ","9239.51","8899.00"
"22/11/2023 14:00 - 22/11/2023 15:00","BZN|CZ","9038.66","8737.00"
"22/11/2023 15:00 - 22/11/2023 16:00","BZN|CZ","8979.99","8732.00"
"22/11/2023 16:00 - 22/11/2023 17:00","BZN|CZ","9011.77","8869.00"
"22/11/2023 17:00 - 22/11/2023 18:00","BZN|CZ","8922.94","8749.00"
"22/11/2023 18:00 - 22/11/2023 19:00","BZN|CZ","8704.05","8547.00"
"22/11/2023 19:00 - 22/11/2023 20:00","BZN|CZ","8617.77","8474.00"
"22/11/2023 20:00 - 22/11/2023 21:00","BZN|CZ","8318.75","8238.00"
"22/11/2023 21:00 - 22/11/2023 22:00","BZN|CZ","7829.15","7735.00"
"22/11/2023 22:00 - 22/11/2023 23:00","BZN|CZ","7374.43","7340.00"
"22/11/2023 23:00 - 23/11/2023 00:00","BZN|CZ","6926.15","6903.00"
"23/11/2023 00:00 - 23/11/2023 01:00","BZN|CZ","6621.79","6622.00"
"23/11/2023 01:00 - 23/11/2023 02:00","BZN|CZ","6629.19","6619.00"
"23/11/2023 02:00 - 23/11/2023 03:00","BZN|CZ","6472.75","6451.00"
"23/11/2023 03:00 - 23/11/2023 04:00","BZN|CZ","6473.20","6450.00"
"23/11/2023 04:00 - 23/11/2023 05:00","BZN|CZ","6677.70","6659.00"
"23/11/2023 05:00 - 23/11/2023 06:00","BZN|CZ","7243.66","7227.00"
"23/11/2023 06:00 - 23/11/2023 07:00","BZN|CZ","8401.88","8324.00"
"23/11/2023 07:00 - 23/11/2023 08:00","BZN|CZ","8861.01","8804.00"
"23/11/2023 08:00 - 23/11/2023 09:00","BZN|CZ","8964.76","8930.00"
"23/11/2023 09:00 - 23/11/2023 10:00","BZN|CZ","9076.11","9030.00"
"23/11/2023 10:00 - 23/11/2023 11:00","BZN|CZ","9127.22","8947.00"
"23/11/2023 11:00 - 23/11/2023 12:00","BZN|CZ","9078.96","8900.00"
"23/11/2023 12:00 - 23/11/2023 13:00","BZN|CZ","9109.23","8909.00"
"23/11/2023 13:00 - 23/11/2023 14:00","BZN|CZ","9134.45","8832.00"
"23/11/2023 14:00 - 23/11/2023 15:00","BZN|CZ","8894.61","8645.00"
"23/11/2023 15:00 - 23/11/2023 16:00","BZN|CZ","8782.82","8640.00"
"23/11/2023 16:00 - 23/11/2023 17:00","BZN|CZ","8850.43","8817.00"
"23/11/2023 17:00 - 23/11/2023 18:00","BZN|CZ","8733.48","8683.00"
"23/11/2023 18:00 - 23/11/2023 19:00","BZN|CZ","8535.14","8462.00"
"23/11/2023 19:00 - 23/11/2023 20:00","BZN|CZ","8450.92","8356.00"
"23/11/2023 20:00 - 23/11/2023 21:00","BZN|CZ","8123.19","8073.00"
"23/11/2023 21:00 - 23/11/2023 22:00","BZN|CZ","7619.10","7522.00"
"23/11/2023 22:00 - 23/11/2023 23:00","BZN|CZ","7178.05","7089.00"
"23/11/2023 23:00 - 24/11/2023 00:00","BZN|CZ","6729.86","6620.00"
"24/11/2023 00:00 - 24/11/2023 01:00","BZN|CZ","6402.79","6317.00"
"24/11/2023 01:00 - 24/11/2023 02:00","BZN|CZ","6403.64","6275.00"
"24/11/2023 02:00 - 24/11/2023 03:00","BZN|CZ","6217.53","6090.00"
"24/11/2023 03:00 - 24/11/2023 04:00","BZN|CZ","6175.76","6063.00"
"24/11/2023 04:00 - 24/11/2023 05:00","BZN|CZ","6376.92","6228.00"
"24/11/2023 05:00 - 24/11/2023 06:00","BZN|CZ","6922.62","6763.00"
"24/11/2023 06:00 - 24/11/2023 07:00","BZN|CZ","8030.35","7837.00"
"24/11/2023 07:00 - 24/11/2023 08:00","BZN|CZ","8509.53","8334.00"
"24/11/2023 08:00 - 24/11/2023 09:00","BZN|CZ","8692.39","8551.00"
"24/11/2023 09:00 - 24/11/2023 10:00","BZN|CZ","8833.76","8726.00"
"24/11/2023 10:00 - 24/11/2023 11:00","BZN|CZ","8802.46","8733.00"
"24/11/2023 11:00 - 24/11/2023 12:00","BZN|CZ","8807.45","8736.00"
"24/11/2023 12:00 - 24/11/2023 13:00","BZN|CZ","8946.99","8750.00"
"24/11/2023 13:00 - 24/11/2023 14:00","BZN|CZ","8824.96","8698.00"
"24/11/2023 14:00 - 24/11/2023 15:00","BZN|CZ","8542.80","8516.00"
"24/11/2023 15:00 - 24/11/2023 16:00","BZN|CZ","8548.57","8501.00"
"24/11/2023 16:00 - 24/11/2023 17:00","BZN|CZ","8646.64","8616.00"
"24/11/2023 17:00 - 24/11/2023 18:00","BZN|CZ","8553.55","8454.00"
"24/11/2023 18:00 - 24/11/2023 19:00","BZN|CZ","8346.11","8206.00"
"24/11/2023 19:00 - 24/11/2023 20:00","BZN|CZ","8194.89","8074.00"
"24/11/2023 20:00 - 24/11/2023 21:00","BZN|CZ","7843.92","7694.00"
"24/11/2023 21:00 - 24/11/2023 22:00","BZN|CZ","7360.30","7144.00"
"24/11/2023 22:00 - 24/11/2023 23:00","BZN|CZ","6883.41","6741.00"
"24/11/2023 23:00 - 25/11/2023 00:00","BZN|CZ","6447.96","6307.00"
"25/11/2023 00:00 - 25/11/2023 01:00","BZN|CZ","6056.87","5941.00"
"25/11/2023 01:00 - 25/11/2023 02:00","BZN|CZ","5898.00","5840.00"
"25/11/2023 02:00 - 25/11/2023 03:00","BZN|CZ","5894.20","5752.00"
"25/11/2023 03:00 - 25/11/2023 04:00","BZN|CZ","6035.30","5787.00"
"25/11/2023 04:00 - 25/11/2023 05:00","BZN|CZ","6068.54","5900.00"
"25/11/2023 05:00 - 25/11/2023 06:00","BZN|CZ","6196.07","6068.00"
"25/11/2023 06:00 - 25/11/2023 07:00","BZN|CZ","6528.34","6425.00"
"25/11/2023 07:00 - 25/11/2023 08:00","BZN|CZ","6939.49","6765.00"
"25/11/2023 08:00 - 25/11/2023 09:00","BZN|CZ","7331.92","7211.00"
"25/11/2023 09:00 - 25/11/2023 10:00","BZN|CZ","7743.17","7608.00"
"25/11/2023 10:00 - 25/11/2023 11:00","BZN|CZ","8009.61","7894.00"
"25/11/2023 11:00 - 25/11/2023 12:00","BZN|CZ","8126.26","8027.00"
"25/11/2023 12:00 - 25/11/2023 13:00","BZN|CZ","8027.65","7912.00"
"25/11/2023 13:00 - 25/11/2023 14:00","BZN|CZ","8005.95","7838.00"
"25/11/2023 14:00 - 25/11/2023 15:00","BZN|CZ","7848.40","7641.00"
"25/11/2023 15:00 - 25/11/2023 16:00","BZN|CZ","7774.05","7584.00"
"25/11/2023 16:00 - 25/11/2023 17:00","BZN|CZ","7820.24","7688.00"
"25/11/2023 17:00 - 25/11/2023 18:00","BZN|CZ","7726.78","7542.00"
"25/11/2023 18:00 - 25/11/2023 19:00","BZN|CZ","7591.87","7404.00"
"25/11/2023 19:00 - 25/11/2023 20:00","BZN|CZ","7386.34","7279.00"
"25/11/2023 20:00 - 25/11/2023 21:00","BZN|CZ","7240.71","7075.00"
"25/11/2023 21:00 - 25/11/2023 22:00","BZN|CZ","6866.86","6712.00"
"25/11/2023 22:00 - 25/11/2023 23:00","BZN|CZ","6634.52","6467.00"
"25/11/2023 23:00 - 26/11/2023 00:00","BZN|CZ","6339.29","6147.00"
"26/11/2023 00:00 - 26/11/2023 01:00","BZN|CZ","5976.96","5866.00"
"26/11/2023 01:00 - 26/11/2023 02:00","BZN|CZ","5892.99","5756.00"
"26/11/2023 02:00 - 26/11/2023 03:00","BZN|CZ","5859.41","5708.00"
"26/11/2023 03:00 - 26/11/2023 04:00","BZN|CZ","5864.40","5763.00"
"26/11/2023 04:00 - 26/11/2023 05:00","BZN|CZ","5978.15","5889.00"
"26/11/2023 05:00 - 26/11/2023 06:00","BZN|CZ","6084.52","5939.00"
"26/11/2023 06:00 - 26/11/2023 07:00","BZN|CZ","6352.70","6196.00"
"26/11/2023 07:00 - 26/11/2023 08:00","BZN|CZ","6678.70","6493.00"
"26/11/2023 08:00 - 26/11/2023 09:00","BZN|CZ","7100.95","6951.00"
"26/11/2023 09:00 - 26/11/2023 10:00","BZN|CZ","7613.15","7442.00"
"26/11/2023 10:00 - 26/11/2023 11:00","BZN|CZ","7964.11","7787.00"
"26/11/2023 11:00 - 26/11/2023 12:00","BZN|CZ","8116.46","7969.00"
"26/11/2023 12:00 - 26/11/2023 13:00","BZN|CZ","7996.86","7867.00"
"26/11/2023 13:00 - 26/11/2023 14:00","BZN|CZ","7979.17","7786.00"
"26/11/2023 14:00 - 26/11/2023 15:00","BZN|CZ","7796.47","7663.00"
"26/11/2023 15:00 - 26/11/2023 16:00","BZN|CZ","7692.89","7672.00"
"26/11/2023 16:00 - 26/11/2023 17:00","BZN|CZ","7878.13","7856.00"
"26/11/2023 17:00 - 26/11/2023 18:00","BZN|CZ","7955.80","7797.00"
"26/11/2023 18:00 - 26/11/2023 19:00","BZN|CZ","7923.84","7778.00"
"26/11/2023 19:00 - 26/11/2023 20:00","BZN|CZ","7771.31","7736.00"
"26/11/2023 20:00 - 26/11/2023 21:00","BZN|CZ","7656.42","7596.00"
"26/11/2023 21:00 - 26/11/2023 22:00","BZN|CZ","7303.55","7254.00"
"26/11/2023 22:00 - 26/11/2023 23:00","BZN|CZ","7186.20","7121.00"
"26/11/2023 23:00 - 27/11/2023 00:00","BZN|CZ","6868.35","6813.00"
"27/11/2023 00:00 - 27/11/2023 01:00","BZN|CZ","6617.16","6585.00"
"27/11/2023 01:00 - 27/11/2023 02:00","BZN|CZ","6619.26","6581.00"
"27/11/2023 02:00 - 27/11/2023 03:00","BZN|CZ","6476.45","6429.00"
"27/11/2023 03:00 - 27/11/2023 04:00","BZN|CZ","6438.99","6385.00"
"27/11/2023 04:00 - 27/11/2023 05:00","BZN|CZ","6636.11","6568.00"
"27/11/2023 05:00 - 27/11/2023 06:00","BZN|CZ","7194.99","7203.00"
"27/11/2023 06:00 - 27/11/2023 07:00","BZN|CZ","8299.96","8398.00"
"27/11/2023 07:00 - 27/11/2023 08:00","BZN|CZ","8898.73","8932.00"
"27/11/2023 08:00 - 27/11/2023 09:00","BZN|CZ","9089.96","9127.00"
"27/11/2023 09:00 - 27/11/2023 10:00","BZN|CZ","9243.53","9264.00"
"27/11/2023 10:00 - 27/11/2023 11:00","BZN|CZ","9253.31","9233.00"
"27/11/2023 11:00 - 27/11/2023 12:00","BZN|CZ","9288.79","9262.00"
"27/11/2023 12:00 - 27/11/2023 13:00","BZN|CZ","9359.54","9320.00"
"27/11/2023 13:00 - 27/11/2023 14:00","BZN|CZ","9374.38","9304.00"
"27/11/2023 14:00 - 27/11/2023 15:00","BZN|CZ","9152.99","9117.00"
"27/11/2023 15:00 - 27/11/2023 16:00","BZN|CZ","9140.21","9111.00"
"27/11/2023 16:00 - 27/11/2023 17:00","BZN|CZ","9231.91","9170.00"
"27/11/2023 17:00 - 27/11/2023 18:00","BZN|CZ","9111.94","9003.00"
"27/11/2023 18:00 - 27/11/2023 19:00","BZN|CZ","8940.07","8792.00"
"27/11/2023 19:00 - 27/11/2023 20:00","BZN|CZ","8821.23","8683.00"
"27/11/2023 20:00 - 27/11/2023 21:00","BZN|CZ","8516.16","8415.00"
"27/11/2023 21:00 - 27/11/2023 22:00","BZN|CZ","7987.09","7876.00"
"27/11/2023 22:00 - 27/11/2023 23:00","BZN|CZ","7576.30","7442.00"
"27/11/2023 23:00 - 28/11/2023 00:00","BZN|CZ","7109.22","6983.00"
"28/11/2023 00:00 - 28/11/2023 01:00","BZN|CZ","6836.52","6766.00"
"28/11/2023 01:00 - 28/11/2023 02:00","BZN|CZ","6833.98","6751.00"
"28/11/2023 02:00 - 28/11/2023 03:00","BZN|CZ","6678.44","6611.00"
"28/11/2023 03:00 - 28/11/2023 04:00","BZN|CZ","6660.92","6581.00"
"28/11/2023 04:00 - 28/11/2023 05:00","BZN|CZ","6856.71","6764.00"
"28/11/2023 05:00 - 28/11/2023 06:00","BZN|CZ","7429.47","7324.00"
"28/11/2023 06:00 - 28/11/2023 07:00","BZN|CZ","8564.27","8373.00"
"28/11/2023 07:00 - 28/11/2023 08:00","BZN|CZ","9121.08","8889.00"
"28/11/2023 08:00 - 28/11/2023 09:00","BZN|CZ","9305.04","9103.00"
"28/11/2023 09:00 - 28/11/2023 10:00","BZN|CZ","9292.12","9279.00"
"28/11/2023 10:00 - 28/11/2023 11:00","BZN|CZ","9395.17","9276.00"
"28/11/2023 11:00 - 28/11/2023 12:00","BZN|CZ","9397.76","9313.00"
"28/11/2023 12:00 - 28/11/2023 13:00","BZN|CZ","9480.79","9366.00"
"28/11/2023 13:00 - 28/11/2023 14:00","BZN|CZ","9583.01","9391.00"
"28/11/2023 14:00 - 28/11/2023 15:00","BZN|CZ","9420.59","9233.00"
"28/11/2023 15:00 - 28/11/2023 16:00","BZN|CZ","9396.33","9247.00"
"28/11/2023 16:00 - 28/11/2023 17:00","BZN|CZ","9486.60","9289.00"
"28/11/2023 17:00 - 28/11/2023 18:00","BZN|CZ","9387.82","9158.00"
"28/11/2023 18:00 - 28/11/2023 19:00","BZN|CZ","9209.48","8946.00"
"28/11/2023 19:00 - 28/11/2023 20:00","BZN|CZ","9116.16","8849.00"
"28/11/2023 20:00 - 28/11/2023 21:00","BZN|CZ","8804.02","8588.00"
"28/11/2023 21:00 - 28/11/2023 22:00","BZN|CZ","8292.08","8085.00"
"28/11/2023 22:00 - 28/11/2023 23:00","BZN|CZ","7911.87","7689.00"
"28/11/2023 23:00 - 29/11/2023 00:00","BZN|CZ","7571.63","7265.00"
"29/11/2023 00:00 - 29/11/2023 01:00","BZN|CZ","7604.94","7090.00"
"29/11/2023 01:00 - 29/11/2023 02:00","BZN|CZ","7882.22","7116.00"
"29/11/2023 02:00 - 29/11/2023 03:00","BZN|CZ","7992.40","6961.00"
"29/11/2023 03:00 - 29/11/2023 04:00","BZN|CZ","7962.98","6970.00"
"29/11/2023 04:00 - 29/11/2023 05:00","BZN|CZ","8166.69","7147.00"
"29/11/2023 05:00 - 29/11/2023 06:00","BZN|CZ","8462.73","7765.00"
"29/11/2023 06:00 - 29/11/2023 07:00","BZN|CZ","8950.28","8903.00"
"29/11/2023 07:00 - 29/11/2023 08:00","BZN|CZ","9497.42","9472.00"
"29/11/2023 08:00 - 29/11/2023 09:00","BZN|CZ","9656.52","9629.00"
"29/11/2023 09:00 - 29/11/2023 10:00","BZN|CZ","9700.01","9687.00"
"29/11/2023 10:00 - 29/11/2023 11:00","BZN|CZ","9639.35","9735.00"
"29/11/2023 11:00 - 29/11/2023 12:00","BZN|CZ","9588.31","9679.00"
"29/11/2023 12:00 - 29/11/2023 13:00","BZN|CZ","9592.83","9734.00"
"29/11/2023 13:00 - 29/11/2023 14:00","BZN|CZ","9597.19","9801.00"
"29/11/2023 14:00 - 29/11/2023 15:00","BZN|CZ","9364.25","9542.00"
"29/11/2023 15:00 - 29/11/2023 16:00","BZN|CZ","9354.84","9503.00"
"29/11/2023 16:00 - 29/11/2023 17:00","BZN|CZ","9504.70","9671.00"
"29/11/2023 17:00 - 29/11/2023 18:00","BZN|CZ","9464.57","9494.00"
"29/11/2023 18:00 - 29/11/2023 19:00","BZN|CZ","9303.76","9261.00"
"29/11/2023 19:00 - 29/11/2023 20:00","BZN|CZ","9198.91","9149.00"
"29/11/2023 20:00 - 29/11/2023 21:00","BZN|CZ","8871.37","8849.00"
"29/11/2023 21:00 - 29/11/2023 22:00","BZN|CZ","8371.18","8329.00"
"29/11/2023 22:00 - 29/11/2023 23:00","BZN|CZ","7898.41","7901.00"
"29/11/2023 23:00 - 30/11/2023 00:00","BZN|CZ","7437.64","7447.00"
"30/11/2023 00:00 - 30/11/2023 01:00","BZN|CZ","7138.72","7232.00"
"30/11/2023 01:00 - 30/11/2023 02:00","BZN|CZ","7132.44","7171.00"
"30/11/2023 02:00 - 30/11/2023 03:00","BZN|CZ","6986.23","7038.00"
"30/11/2023 03:00 - 30/11/2023 04:00","BZN|CZ","6966.67","7035.00"
"30/11/2023 04:00 - 30/11/2023 05:00","BZN|CZ","7159.66","7220.00"
"30/11/2023 05:00 - 30/11/2023 06:00","BZN|CZ","7746.75","7798.00"
"30/11/2023 06:00 - 30/11/2023 07:00","BZN|CZ","8872.66","8889.00"
"30/11/2023 07:00 - 30/11/2023 08:00","BZN|CZ","9419.41","9410.00"
"30/11/2023 08:00 - 30/11/2023 09:00","BZN|CZ","9562.20","9573.00"
"30/11/2023 09:00 - 30/11/2023 10:00","BZN|CZ","9623.52","9628.00"
"30/11/2023 10:00 - 30/11/2023 11:00","BZN|CZ","9557.39","9606.00"
"30/11/2023 11:00 - 30/11/2023 12:00","BZN|CZ","9499.57","9559.00"
"30/11/2023 12:00 - 30/11/2023 13:00","BZN|CZ","9434.08","9602.00"
"30/11/2023 13:00 - 30/11/2023 14:00","BZN|CZ","9475.88","9598.00"
"30/11/2023 14:00 - 30/11/2023 15:00","BZN|CZ","9284.00","9423.00"
"30/11/2023 15:00 - 30/11/2023 16:00","BZN|CZ","9320.82","9406.00"
"30/11/2023 16:00 - 30/11/2023 17:00","BZN|CZ","9437.86","9550.00"
"30/11/2023 17:00 - 30/11/2023 18:00","BZN|CZ","9329.98","9407.00"
"30/11/2023 18:00 - 30/11/2023 19:00","BZN|CZ","9171.14","9183.00"
"30/11/2023 19:00 - 30/11/2023 20:00","BZN|CZ","9082.53","9088.00"
"30/11/2023 20:00 - 30/11/2023 21:00","BZN|CZ","8726.93","8786.00"
"30/11/2023 21:00 - 30/11/2023 22:00","BZN|CZ","8246.33","8265.00"
"30/11/2023 22:00 - 30/11/2023 23:00","BZN|CZ","7871.15","7831.00"
"30/11/2023 23:00 - 01/12/2023 00:00","BZN|CZ","7379.95","7373.00"
"01/12/2023 00:00 - 01/12/2023 01:00","BZN|CZ","7079.70","7018.00"
"01/12/2023 01:00 - 01/12/2023 02:00","BZN|CZ","7084.90","6985.00"
"01/12/2023 02:00 - 01/12/2023 03:00","BZN|CZ","6954.17","6837.00"
"01/12/2023 03:00 - 01/12/2023 04:00","BZN|CZ","6933.39","6827.00"
"01/12/2023 04:00 - 01/12/2023 05:00","BZN|CZ","7118.13","7004.00"
"01/12/2023 05:00 - 01/12/2023 06:00","BZN|CZ","7674.14","7565.00"
"01/12/2023 06:00 - 01/12/2023 07:00","BZN|CZ","8729.51","8635.00"
"01/12/2023 07:00 - 01/12/2023 08:00","BZN|CZ","9301.30","9153.00"
"01/12/2023 08:00 - 01/12/2023 09:00","BZN|CZ","9471.73","9338.00"
"01/12/2023 09:00 - 01/12/2023 10:00","BZN|CZ","9569.87","9488.00"
"01/12/2023 10:00 - 01/12/2023 11:00","BZN|CZ","9589.20","9495.00"
"01/12/2023 11:00 - 01/12/2023 12:00","BZN|CZ","9585.33","9506.00"
"01/12/2023 12:00 - 01/12/2023 13:00","BZN|CZ","9560.95","9510.00"
"01/12/2023 13:00 - 01/12/2023 14:00","BZN|CZ","9625.60","9474.00"
"01/12/2023 14:00 - 01/12/2023 15:00","BZN|CZ","9395.07","9272.00"
"01/12/2023 15:00 - 01/12/2023 16:00","BZN|CZ","9364.84","9307.00"
"01/12/2023 16:00 - 01/12/2023 17:00","BZN|CZ","9387.94","9305.00"
"01/12/2023 17:00 - 01/12/2023 18:00","BZN|CZ","9205.20","9121.00"
"01/12/2023 18:00 - 01/12/2023 19:00","BZN|CZ","8957.81","8860.00"
"01/12/2023 19:00 - 01/12/2023 20:00","BZN|CZ","8793.20","8700.00"
"01/12/2023 20:00 - 01/12/2023 21:00","BZN|CZ","8476.10","8329.00"
"01/12/2023 21:00 - 01/12/2023 22:00","BZN|CZ","7974.59","7806.00"
"01/12/2023 22:00 - 01/12/2023 23:00","BZN|CZ","7502.57","7312.00"
"01/12/2023 23:00 - 02/12/2023 00:00","BZN|CZ","7091.45","6891.00"
"02/12/2023 00:00 - 02/12/2023 01:00","BZN|CZ","6661.72","6594.00"
"02/12/2023 01:00 - 02/12/2023 02:00","BZN|CZ","6534.20","6430.00"
"02/12/2023 02:00 - 02/12/2023 03:00","BZN|CZ","6478.02","6337.00"
"02/12/2023 03:00 - 02/12/2023 04:00","BZN|CZ","6585.63","6386.00"
"02/12/2023 04:00 - 02/12/2023 05:00","BZN|CZ","6606.32","6470.00"
"02/12/2023 05:00 - 02/12/2023 06:00","BZN|CZ","6688.57","6621.00"
"02/12/2023 06:00 - 02/12/2023 07:00","BZN|CZ","6968.70","6945.00"
"02/12/2023 07:00 - 02/12/2023 08:00","BZN|CZ","7383.30","7297.00"
