"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/12/2023 08:00 - 02/12/2023 09:00","BZN|CZ","7754.77","7633.00"
"02/12/2023 09:00 - 02/12/2023 10:00","BZN|CZ","8177.42","8147.00"
"02/12/2023 10:00 - 02/12/2023 11:00","BZN|CZ","8473.19","8403.00"
"02/12/2023 11:00 - 02/12/2023 12:00","BZN|CZ","8596.73","8560.00"
"02/12/2023 12:00 - 02/12/2023 13:00","BZN|CZ","8537.86","8470.00"
"02/12/2023 13:00 - 02/12/2023 14:00","BZN|CZ","8570.60","8432.00"
"02/12/2023 14:00 - 02/12/2023 15:00","BZN|CZ","8455.86","8269.00"
"02/12/2023 15:00 - 02/12/2023 16:00","BZN|CZ","8426.93","8277.00"
"02/12/2023 16:00 - 02/12/2023 17:00","BZN|CZ","8439.73","8307.00"
"02/12/2023 17:00 - 02/12/2023 18:00","BZN|CZ","8368.82","8176.00"
"02/12/2023 18:00 - 02/12/2023 19:00","BZN|CZ","8226.83","8018.00"
"02/12/2023 19:00 - 02/12/2023 20:00","BZN|CZ","8033.15","7873.00"
"02/12/2023 20:00 - 02/12/2023 21:00","BZN|CZ","7861.94","7644.00"
"02/12/2023 21:00 - 02/12/2023 22:00","BZN|CZ","7435.66","7316.00"
"02/12/2023 22:00 - 02/12/2023 23:00","BZN|CZ","7187.55","7092.00"
"02/12/2023 23:00 - 03/12/2023 00:00","BZN|CZ","6902.55","6793.00"
"03/12/2023 00:00 - 03/12/2023 01:00","BZN|CZ","6576.46","6574.00"
"03/12/2023 01:00 - 03/12/2023 02:00","BZN|CZ","6511.59","6507.00"
"03/12/2023 02:00 - 03/12/2023 03:00","BZN|CZ","6468.46","6504.00"
"03/12/2023 03:00 - 03/12/2023 04:00","BZN|CZ","6478.47","6560.00"
"03/12/2023 04:00 - 03/12/2023 05:00","BZN|CZ","6600.50","6651.00"
"03/12/2023 05:00 - 03/12/2023 06:00","BZN|CZ","6636.64","6704.00"
"03/12/2023 06:00 - 03/12/2023 07:00","BZN|CZ","6873.08","6933.00"
"03/12/2023 07:00 - 03/12/2023 08:00","BZN|CZ","7225.91","7230.00"
"03/12/2023 08:00 - 03/12/2023 09:00","BZN|CZ","7614.14","7684.00"
"03/12/2023 09:00 - 03/12/2023 10:00","BZN|CZ","8017.40","8156.00"
"03/12/2023 10:00 - 03/12/2023 11:00","BZN|CZ","8302.54","8488.00"
"03/12/2023 11:00 - 03/12/2023 12:00","BZN|CZ","8411.13","8582.00"
"03/12/2023 12:00 - 03/12/2023 13:00","BZN|CZ","8302.62","8445.00"
"03/12/2023 13:00 - 03/12/2023 14:00","BZN|CZ","8326.35","8404.00"
"03/12/2023 14:00 - 03/12/2023 15:00","BZN|CZ","8289.14","8294.00"
"03/12/2023 15:00 - 03/12/2023 16:00","BZN|CZ","8246.87","8303.00"
"03/12/2023 16:00 - 03/12/2023 17:00","BZN|CZ","8363.96","8492.00"
"03/12/2023 17:00 - 03/12/2023 18:00","BZN|CZ","8405.66","8455.00"
"03/12/2023 18:00 - 03/12/2023 19:00","BZN|CZ","8439.37","8437.00"
"03/12/2023 19:00 - 03/12/2023 20:00","BZN|CZ","8328.86","8379.00"
"03/12/2023 20:00 - 03/12/2023 21:00","BZN|CZ","8187.10","8245.00"
"03/12/2023 21:00 - 03/12/2023 22:00","BZN|CZ","7805.02","7945.00"
"03/12/2023 22:00 - 03/12/2023 23:00","BZN|CZ","7698.57","7847.00"
"03/12/2023 23:00 - 04/12/2023 00:00","BZN|CZ","7467.06","7592.00"
"04/12/2023 00:00 - 04/12/2023 01:00","BZN|CZ","7310.75","7446.00"
"04/12/2023 01:00 - 04/12/2023 02:00","BZN|CZ","7376.07","7500.00"
"04/12/2023 02:00 - 04/12/2023 03:00","BZN|CZ","7261.49","7390.00"
"04/12/2023 03:00 - 04/12/2023 04:00","BZN|CZ","7255.71","7404.00"
"04/12/2023 04:00 - 04/12/2023 05:00","BZN|CZ","7501.87","7606.00"
"04/12/2023 05:00 - 04/12/2023 06:00","BZN|CZ","8148.54","8212.00"
"04/12/2023 06:00 - 04/12/2023 07:00","BZN|CZ","9337.24","9387.00"
"04/12/2023 07:00 - 04/12/2023 08:00","BZN|CZ","9914.17","9930.00"
"04/12/2023 08:00 - 04/12/2023 09:00","BZN|CZ","10110.73","10111.00"
"04/12/2023 09:00 - 04/12/2023 10:00","BZN|CZ","10136.09","10212.00"
"04/12/2023 10:00 - 04/12/2023 11:00","BZN|CZ","9963.81","10170.00"
"04/12/2023 11:00 - 04/12/2023 12:00","BZN|CZ","9854.60","10120.00"
"04/12/2023 12:00 - 04/12/2023 13:00","BZN|CZ","9838.59","10169.00"
"04/12/2023 13:00 - 04/12/2023 14:00","BZN|CZ","9938.85","10136.00"
"04/12/2023 14:00 - 04/12/2023 15:00","BZN|CZ","9790.75","9931.00"
"04/12/2023 15:00 - 04/12/2023 16:00","BZN|CZ","9854.01","9926.00"
"04/12/2023 16:00 - 04/12/2023 17:00","BZN|CZ","9990.52","10043.00"
"04/12/2023 17:00 - 04/12/2023 18:00","BZN|CZ","9881.56","9902.00"
"04/12/2023 18:00 - 04/12/2023 19:00","BZN|CZ","9700.06","9702.00"
"04/12/2023 19:00 - 04/12/2023 20:00","BZN|CZ","9615.55","9613.00"
"04/12/2023 20:00 - 04/12/2023 21:00","BZN|CZ","9229.32","9347.00"
"04/12/2023 21:00 - 04/12/2023 22:00","BZN|CZ","8695.25","8861.00"
"04/12/2023 22:00 - 04/12/2023 23:00","BZN|CZ","8302.65","8442.00"
"04/12/2023 23:00 - 05/12/2023 00:00","BZN|CZ","7799.99","8005.00"
"05/12/2023 00:00 - 05/12/2023 01:00","BZN|CZ","7522.16","7752.00"
"05/12/2023 01:00 - 05/12/2023 02:00","BZN|CZ","7543.25","7776.00"
"05/12/2023 02:00 - 05/12/2023 03:00","BZN|CZ","7432.19","7676.00"
"05/12/2023 03:00 - 05/12/2023 04:00","BZN|CZ","7397.76","7675.00"
"05/12/2023 04:00 - 05/12/2023 05:00","BZN|CZ","7618.66","7868.00"
"05/12/2023 05:00 - 05/12/2023 06:00","BZN|CZ","8170.94","8441.00"
"05/12/2023 06:00 - 05/12/2023 07:00","BZN|CZ","9274.16","9500.00"
"05/12/2023 07:00 - 05/12/2023 08:00","BZN|CZ","9809.74","9973.00"
"05/12/2023 08:00 - 05/12/2023 09:00","BZN|CZ","9949.00","10053.00"
"05/12/2023 09:00 - 05/12/2023 10:00","BZN|CZ","10050.11","10134.00"
"05/12/2023 10:00 - 05/12/2023 11:00","BZN|CZ","9991.51","10043.00"
"05/12/2023 11:00 - 05/12/2023 12:00","BZN|CZ","9801.11","9970.00"
"05/12/2023 12:00 - 05/12/2023 13:00","BZN|CZ","9861.51","10001.00"
"05/12/2023 13:00 - 05/12/2023 14:00","BZN|CZ","9945.85","9973.00"
"05/12/2023 14:00 - 05/12/2023 15:00","BZN|CZ","9712.71","9806.00"
"05/12/2023 15:00 - 05/12/2023 16:00","BZN|CZ","9680.15","9806.00"
"05/12/2023 16:00 - 05/12/2023 17:00","BZN|CZ","9868.06","9927.00"
"05/12/2023 17:00 - 05/12/2023 18:00","BZN|CZ","9730.70","9795.00"
"05/12/2023 18:00 - 05/12/2023 19:00","BZN|CZ","9546.01","9593.00"
"05/12/2023 19:00 - 05/12/2023 20:00","BZN|CZ","9466.23","9509.00"
"05/12/2023 20:00 - 05/12/2023 21:00","BZN|CZ","9171.13","9233.00"
"05/12/2023 21:00 - 05/12/2023 22:00","BZN|CZ","8658.40","8735.00"
"05/12/2023 22:00 - 05/12/2023 23:00","BZN|CZ","8209.22","8310.00"
"05/12/2023 23:00 - 06/12/2023 00:00","BZN|CZ","7713.23","7860.00"
"06/12/2023 00:00 - 06/12/2023 01:00","BZN|CZ","7411.18","7401.00"
"06/12/2023 01:00 - 06/12/2023 02:00","BZN|CZ","7405.95","7428.00"
"06/12/2023 02:00 - 06/12/2023 03:00","BZN|CZ","7250.25","7295.00"
"06/12/2023 03:00 - 06/12/2023 04:00","BZN|CZ","7254.37","7268.00"
"06/12/2023 04:00 - 06/12/2023 05:00","BZN|CZ","7465.80","7473.00"
"06/12/2023 05:00 - 06/12/2023 06:00","BZN|CZ","8018.82","8048.00"
"06/12/2023 06:00 - 06/12/2023 07:00","BZN|CZ","9150.50","9170.00"
"06/12/2023 07:00 - 06/12/2023 08:00","BZN|CZ","9701.18","9698.00"
"06/12/2023 08:00 - 06/12/2023 09:00","BZN|CZ","9797.92","9842.00"
"06/12/2023 09:00 - 06/12/2023 10:00","BZN|CZ","9873.37","9933.00"
"06/12/2023 10:00 - 06/12/2023 11:00","BZN|CZ","9813.38","9850.00"
"06/12/2023 11:00 - 06/12/2023 12:00","BZN|CZ","9790.91","9784.00"
"06/12/2023 12:00 - 06/12/2023 13:00","BZN|CZ","9798.41","9819.00"
"06/12/2023 13:00 - 06/12/2023 14:00","BZN|CZ","9862.54","9816.00"
"06/12/2023 14:00 - 06/12/2023 15:00","BZN|CZ","9657.01","9645.00"
"06/12/2023 15:00 - 06/12/2023 16:00","BZN|CZ","9604.61","9661.00"
"06/12/2023 16:00 - 06/12/2023 17:00","BZN|CZ","9727.75","9752.00"
"06/12/2023 17:00 - 06/12/2023 18:00","BZN|CZ","9579.41","9614.00"
"06/12/2023 18:00 - 06/12/2023 19:00","BZN|CZ","9383.24","9384.00"
"06/12/2023 19:00 - 06/12/2023 20:00","BZN|CZ","9296.64","9295.00"
"06/12/2023 20:00 - 06/12/2023 21:00","BZN|CZ","8984.90","8988.00"
"06/12/2023 21:00 - 06/12/2023 22:00","BZN|CZ","8480.02","8485.00"
"06/12/2023 22:00 - 06/12/2023 23:00","BZN|CZ","8050.09","8037.00"
"06/12/2023 23:00 - 07/12/2023 00:00","BZN|CZ","7573.96","7562.00"
"07/12/2023 00:00 - 07/12/2023 01:00","BZN|CZ","7281.92","7200.00"
"07/12/2023 01:00 - 07/12/2023 02:00","BZN|CZ","7301.28","7183.00"
"07/12/2023 02:00 - 07/12/2023 03:00","BZN|CZ","7139.10","7026.00"
"07/12/2023 03:00 - 07/12/2023 04:00","BZN|CZ","7097.37","7012.00"
"07/12/2023 04:00 - 07/12/2023 05:00","BZN|CZ","7271.14","7214.00"
"07/12/2023 05:00 - 07/12/2023 06:00","BZN|CZ","7806.95","7760.00"
"07/12/2023 06:00 - 07/12/2023 07:00","BZN|CZ","8897.33","8867.00"
"07/12/2023 07:00 - 07/12/2023 08:00","BZN|CZ","9448.32","9361.00"
"07/12/2023 08:00 - 07/12/2023 09:00","BZN|CZ","9594.98","9515.00"
"07/12/2023 09:00 - 07/12/2023 10:00","BZN|CZ","9735.45","9651.00"
"07/12/2023 10:00 - 07/12/2023 11:00","BZN|CZ","9775.40","9600.00"
"07/12/2023 11:00 - 07/12/2023 12:00","BZN|CZ","9745.01","9527.00"
"07/12/2023 12:00 - 07/12/2023 13:00","BZN|CZ","9798.89","9588.00"
"07/12/2023 13:00 - 07/12/2023 14:00","BZN|CZ","9864.15","9611.00"
"07/12/2023 14:00 - 07/12/2023 15:00","BZN|CZ","9661.01","9398.00"
"07/12/2023 15:00 - 07/12/2023 16:00","BZN|CZ","9603.92","9396.00"
"07/12/2023 16:00 - 07/12/2023 17:00","BZN|CZ","9707.69","9529.00"
"07/12/2023 17:00 - 07/12/2023 18:00","BZN|CZ","9572.01","9358.00"
"07/12/2023 18:00 - 07/12/2023 19:00","BZN|CZ","9394.71","9153.00"
"07/12/2023 19:00 - 07/12/2023 20:00","BZN|CZ","9338.96","9094.00"
"07/12/2023 20:00 - 07/12/2023 21:00","BZN|CZ","9077.38","8810.00"
"07/12/2023 21:00 - 07/12/2023 22:00","BZN|CZ","8544.71","8359.00"
"07/12/2023 22:00 - 07/12/2023 23:00","BZN|CZ","8095.28","7938.00"
"07/12/2023 23:00 - 08/12/2023 00:00","BZN|CZ","7611.47","7511.00"
"08/12/2023 00:00 - 08/12/2023 01:00","BZN|CZ","7330.79","7236.00"
"08/12/2023 01:00 - 08/12/2023 02:00","BZN|CZ","7347.27","7239.00"
"08/12/2023 02:00 - 08/12/2023 03:00","BZN|CZ","7241.85","7114.00"
"08/12/2023 03:00 - 08/12/2023 04:00","BZN|CZ","7254.41","7123.00"
"08/12/2023 04:00 - 08/12/2023 05:00","BZN|CZ","7469.96","7350.00"
"08/12/2023 05:00 - 08/12/2023 06:00","BZN|CZ","8073.80","7919.00"
"08/12/2023 06:00 - 08/12/2023 07:00","BZN|CZ","9175.31","9019.00"
"08/12/2023 07:00 - 08/12/2023 08:00","BZN|CZ","9743.09","9544.00"
"08/12/2023 08:00 - 08/12/2023 09:00","BZN|CZ","9920.48","9653.00"
"08/12/2023 09:00 - 08/12/2023 10:00","BZN|CZ","10018.23","9750.00"
"08/12/2023 10:00 - 08/12/2023 11:00","BZN|CZ","9941.18","9685.00"
"08/12/2023 11:00 - 08/12/2023 12:00","BZN|CZ","9818.69","9620.00"
"08/12/2023 12:00 - 08/12/2023 13:00","BZN|CZ","9796.59","9602.00"
"08/12/2023 13:00 - 08/12/2023 14:00","BZN|CZ","9810.10","9572.00"
"08/12/2023 14:00 - 08/12/2023 15:00","BZN|CZ","9524.57","9371.00"
"08/12/2023 15:00 - 08/12/2023 16:00","BZN|CZ","9529.49","9386.00"
"08/12/2023 16:00 - 08/12/2023 17:00","BZN|CZ","9600.75","9462.00"
"08/12/2023 17:00 - 08/12/2023 18:00","BZN|CZ","9392.07","9308.00"
"08/12/2023 18:00 - 08/12/2023 19:00","BZN|CZ","9157.69","9084.00"
"08/12/2023 19:00 - 08/12/2023 20:00","BZN|CZ","9022.82","8842.00"
"08/12/2023 20:00 - 08/12/2023 21:00","BZN|CZ","8679.63","8572.00"
"08/12/2023 21:00 - 08/12/2023 22:00","BZN|CZ","8154.95","7964.00"
"08/12/2023 22:00 - 08/12/2023 23:00","BZN|CZ","7673.17","7564.00"
"08/12/2023 23:00 - 09/12/2023 00:00","BZN|CZ","7240.62","7162.00"
"09/12/2023 00:00 - 09/12/2023 01:00","BZN|CZ","6845.61","6734.00"
"09/12/2023 01:00 - 09/12/2023 02:00","BZN|CZ","6680.82","6608.00"
"09/12/2023 02:00 - 09/12/2023 03:00","BZN|CZ","6619.03","6563.00"
"09/12/2023 03:00 - 09/12/2023 04:00","BZN|CZ","6715.85","6575.00"
"09/12/2023 04:00 - 09/12/2023 05:00","BZN|CZ","6727.39","6616.00"
"09/12/2023 05:00 - 09/12/2023 06:00","BZN|CZ","6796.11","6760.00"
"09/12/2023 06:00 - 09/12/2023 07:00","BZN|CZ","7108.11","7037.00"
"09/12/2023 07:00 - 09/12/2023 08:00","BZN|CZ","7550.30","7334.00"
"09/12/2023 08:00 - 09/12/2023 09:00","BZN|CZ","7898.33","7606.00"
"09/12/2023 09:00 - 09/12/2023 10:00","BZN|CZ","8338.81","8117.00"
"09/12/2023 10:00 - 09/12/2023 11:00","BZN|CZ","8605.31","8366.00"
"09/12/2023 11:00 - 09/12/2023 12:00","BZN|CZ","8691.65","8505.00"
"09/12/2023 12:00 - 09/12/2023 13:00","BZN|CZ","8590.82","8421.00"
"09/12/2023 13:00 - 09/12/2023 14:00","BZN|CZ","8598.64","8384.00"
"09/12/2023 14:00 - 09/12/2023 15:00","BZN|CZ","8479.14","8198.00"
"09/12/2023 15:00 - 09/12/2023 16:00","BZN|CZ","8417.04","8181.00"
"09/12/2023 16:00 - 09/12/2023 17:00","BZN|CZ","8447.19","8197.00"
"09/12/2023 17:00 - 09/12/2023 18:00","BZN|CZ","8332.17","8070.00"
"09/12/2023 18:00 - 09/12/2023 19:00","BZN|CZ","8178.82","7885.00"
"09/12/2023 19:00 - 09/12/2023 20:00","BZN|CZ","7950.78","7763.00"
"09/12/2023 20:00 - 09/12/2023 21:00","BZN|CZ","7791.85","7574.00"
"09/12/2023 21:00 - 09/12/2023 22:00","BZN|CZ","7387.18","7212.00"
"09/12/2023 22:00 - 09/12/2023 23:00","BZN|CZ","7162.40","6944.00"
"09/12/2023 23:00 - 10/12/2023 00:00","BZN|CZ","6874.17","6616.00"
"10/12/2023 00:00 - 10/12/2023 01:00","BZN|CZ","6444.64","6372.00"
"10/12/2023 01:00 - 10/12/2023 02:00","BZN|CZ","6341.33","6210.00"
"10/12/2023 02:00 - 10/12/2023 03:00","BZN|CZ","6332.19","6148.00"
"10/12/2023 03:00 - 10/12/2023 04:00","BZN|CZ","6305.08","6188.00"
"10/12/2023 04:00 - 10/12/2023 05:00","BZN|CZ","6400.85","6253.00"
"10/12/2023 05:00 - 10/12/2023 06:00","BZN|CZ","6479.31","6256.00"
"10/12/2023 06:00 - 10/12/2023 07:00","BZN|CZ","6692.24","6507.00"
"10/12/2023 07:00 - 10/12/2023 08:00","BZN|CZ","7021.67","6778.00"
"10/12/2023 08:00 - 10/12/2023 09:00","BZN|CZ","7362.27","7145.00"
"10/12/2023 09:00 - 10/12/2023 10:00","BZN|CZ","7825.54","7737.00"
"10/12/2023 10:00 - 10/12/2023 11:00","BZN|CZ","8175.40","8081.00"
"10/12/2023 11:00 - 10/12/2023 12:00","BZN|CZ","8340.85","8161.00"
"10/12/2023 12:00 - 10/12/2023 13:00","BZN|CZ","8199.05","8013.00"
"10/12/2023 13:00 - 10/12/2023 14:00","BZN|CZ","8232.85","7964.00"
"10/12/2023 14:00 - 10/12/2023 15:00","BZN|CZ","8120.17","7826.00"
"10/12/2023 15:00 - 10/12/2023 16:00","BZN|CZ","7989.12","7844.00"
"10/12/2023 16:00 - 10/12/2023 17:00","BZN|CZ","8108.18","8000.00"
"10/12/2023 17:00 - 10/12/2023 18:00","BZN|CZ","8068.96","7896.00"
"10/12/2023 18:00 - 10/12/2023 19:00","BZN|CZ","8028.83","7858.00"
"10/12/2023 19:00 - 10/12/2023 20:00","BZN|CZ","7902.38","7794.00"
"10/12/2023 20:00 - 10/12/2023 21:00","BZN|CZ","7776.89","7591.00"
"10/12/2023 21:00 - 10/12/2023 22:00","BZN|CZ","7411.60","7277.00"
"10/12/2023 22:00 - 10/12/2023 23:00","BZN|CZ","7273.41","7113.00"
"10/12/2023 23:00 - 11/12/2023 00:00","BZN|CZ","7022.56","6819.00"
"11/12/2023 00:00 - 11/12/2023 01:00","BZN|CZ","6809.80","6712.00"
"11/12/2023 01:00 - 11/12/2023 02:00","BZN|CZ","6845.91","6667.00"
"11/12/2023 02:00 - 11/12/2023 03:00","BZN|CZ","6690.15","6543.00"
"11/12/2023 03:00 - 11/12/2023 04:00","BZN|CZ","6671.28","6513.00"
"11/12/2023 04:00 - 11/12/2023 05:00","BZN|CZ","6851.84","6679.00"
"11/12/2023 05:00 - 11/12/2023 06:00","BZN|CZ","7459.18","7338.00"
"11/12/2023 06:00 - 11/12/2023 07:00","BZN|CZ","8539.80","8473.00"
"11/12/2023 07:00 - 11/12/2023 08:00","BZN|CZ","9149.63","8969.00"
"11/12/2023 08:00 - 11/12/2023 09:00","BZN|CZ","9271.84","9202.00"
"11/12/2023 09:00 - 11/12/2023 10:00","BZN|CZ","9384.13","9286.00"
"11/12/2023 10:00 - 11/12/2023 11:00","BZN|CZ","9371.77","9206.00"
"11/12/2023 11:00 - 11/12/2023 12:00","BZN|CZ","9337.09","9161.00"
"11/12/2023 12:00 - 11/12/2023 13:00","BZN|CZ","9306.36","9182.00"
"11/12/2023 13:00 - 11/12/2023 14:00","BZN|CZ","9305.13","9174.00"
"11/12/2023 14:00 - 11/12/2023 15:00","BZN|CZ","9101.70","8999.00"
"11/12/2023 15:00 - 11/12/2023 16:00","BZN|CZ","9009.36","9001.00"
"11/12/2023 16:00 - 11/12/2023 17:00","BZN|CZ","9168.05","9177.00"
"11/12/2023 17:00 - 11/12/2023 18:00","BZN|CZ","9063.05","9008.00"
"11/12/2023 18:00 - 11/12/2023 19:00","BZN|CZ","8888.43","8763.00"
"11/12/2023 19:00 - 11/12/2023 20:00","BZN|CZ","8790.23","8694.00"
"11/12/2023 20:00 - 11/12/2023 21:00","BZN|CZ","8491.71","8388.00"
"11/12/2023 21:00 - 11/12/2023 22:00","BZN|CZ","7960.33","7892.00"
"11/12/2023 22:00 - 11/12/2023 23:00","BZN|CZ","7526.07","7438.00"
"11/12/2023 23:00 - 12/12/2023 00:00","BZN|CZ","7025.97","6985.00"
"12/12/2023 00:00 - 12/12/2023 01:00","BZN|CZ","6712.51","6750.00"
"12/12/2023 01:00 - 12/12/2023 02:00","BZN|CZ","6695.77","6729.00"
"12/12/2023 02:00 - 12/12/2023 03:00","BZN|CZ","6579.18","6599.00"
"12/12/2023 03:00 - 12/12/2023 04:00","BZN|CZ","6537.18","6604.00"
"12/12/2023 04:00 - 12/12/2023 05:00","BZN|CZ","6738.58","6790.00"
"12/12/2023 05:00 - 12/12/2023 06:00","BZN|CZ","7344.47","7324.00"
"12/12/2023 06:00 - 12/12/2023 07:00","BZN|CZ","8467.84","8390.00"
"12/12/2023 07:00 - 12/12/2023 08:00","BZN|CZ","8995.45","8929.00"
"12/12/2023 08:00 - 12/12/2023 09:00","BZN|CZ","9108.98","9092.00"
"12/12/2023 09:00 - 12/12/2023 10:00","BZN|CZ","9209.87","9181.00"
"12/12/2023 10:00 - 12/12/2023 11:00","BZN|CZ","9193.37","9103.00"
"12/12/2023 11:00 - 12/12/2023 12:00","BZN|CZ","9148.99","9055.00"
"12/12/2023 12:00 - 12/12/2023 13:00","BZN|CZ","9139.04","9072.00"
"12/12/2023 13:00 - 12/12/2023 14:00","BZN|CZ","9090.91","9066.00"
"12/12/2023 14:00 - 12/12/2023 15:00","BZN|CZ","8855.46","8882.00"
"12/12/2023 15:00 - 12/12/2023 16:00","BZN|CZ","8896.45","8876.00"
"12/12/2023 16:00 - 12/12/2023 17:00","BZN|CZ","9046.19","9131.00"
"12/12/2023 17:00 - 12/12/2023 18:00","BZN|CZ","8942.07","8948.00"
"12/12/2023 18:00 - 12/12/2023 19:00","BZN|CZ","8812.24","8729.00"
"12/12/2023 19:00 - 12/12/2023 20:00","BZN|CZ","8749.76","8648.00"
"12/12/2023 20:00 - 12/12/2023 21:00","BZN|CZ","8414.51","8355.00"
"12/12/2023 21:00 - 12/12/2023 22:00","BZN|CZ","7900.66","7865.00"
"12/12/2023 22:00 - 12/12/2023 23:00","BZN|CZ","7500.48","7414.00"
"12/12/2023 23:00 - 13/12/2023 00:00","BZN|CZ","6992.94","6968.00"
"13/12/2023 00:00 - 13/12/2023 01:00","BZN|CZ","6710.97","6716.00"
"13/12/2023 01:00 - 13/12/2023 02:00","BZN|CZ","6698.60","6671.00"
"13/12/2023 02:00 - 13/12/2023 03:00","BZN|CZ","6546.89","6527.00"
"13/12/2023 03:00 - 13/12/2023 04:00","BZN|CZ","6524.53","6532.00"
"13/12/2023 04:00 - 13/12/2023 05:00","BZN|CZ","6714.23","6724.00"
"13/12/2023 05:00 - 13/12/2023 06:00","BZN|CZ","7301.66","7274.00"
"13/12/2023 06:00 - 13/12/2023 07:00","BZN|CZ","8368.78","8358.00"
"13/12/2023 07:00 - 13/12/2023 08:00","BZN|CZ","8967.86","8858.00"
"13/12/2023 08:00 - 13/12/2023 09:00","BZN|CZ","9147.05","8977.00"
"13/12/2023 09:00 - 13/12/2023 10:00","BZN|CZ","9253.76","9133.00"
"13/12/2023 10:00 - 13/12/2023 11:00","BZN|CZ","9180.99","9127.00"
"13/12/2023 11:00 - 13/12/2023 12:00","BZN|CZ","9162.35","9083.00"
"13/12/2023 12:00 - 13/12/2023 13:00","BZN|CZ","9181.25","9092.00"
"13/12/2023 13:00 - 13/12/2023 14:00","BZN|CZ","9203.43","9068.00"
"13/12/2023 14:00 - 13/12/2023 15:00","BZN|CZ","8992.93","8894.00"
"13/12/2023 15:00 - 13/12/2023 16:00","BZN|CZ","8961.79","8879.00"
"13/12/2023 16:00 - 13/12/2023 17:00","BZN|CZ","9066.64","9050.00"
"13/12/2023 17:00 - 13/12/2023 18:00","BZN|CZ","8920.17","8886.00"
"13/12/2023 18:00 - 13/12/2023 19:00","BZN|CZ","8781.51","8674.00"
"13/12/2023 19:00 - 13/12/2023 20:00","BZN|CZ","8692.77","8596.00"
"13/12/2023 20:00 - 13/12/2023 21:00","BZN|CZ","8357.06","8318.00"
"13/12/2023 21:00 - 13/12/2023 22:00","BZN|CZ","7859.85","7827.00"
"13/12/2023 22:00 - 13/12/2023 23:00","BZN|CZ","7424.93","7399.00"
"13/12/2023 23:00 - 14/12/2023 00:00","BZN|CZ","6941.93","6950.00"
"14/12/2023 00:00 - 14/12/2023 01:00","BZN|CZ","6661.13","6725.00"
"14/12/2023 01:00 - 14/12/2023 02:00","BZN|CZ","6648.76","6709.00"
"14/12/2023 02:00 - 14/12/2023 03:00","BZN|CZ","6455.54","6553.00"
"14/12/2023 03:00 - 14/12/2023 04:00","BZN|CZ","6437.67","6541.00"
"14/12/2023 04:00 - 14/12/2023 05:00","BZN|CZ","6652.68","6729.00"
"14/12/2023 05:00 - 14/12/2023 06:00","BZN|CZ","7189.79","7287.00"
"14/12/2023 06:00 - 14/12/2023 07:00","BZN|CZ","8252.10","8370.00"
"14/12/2023 07:00 - 14/12/2023 08:00","BZN|CZ","8875.12","8880.00"
"14/12/2023 08:00 - 14/12/2023 09:00","BZN|CZ","8979.20","9040.00"
"14/12/2023 09:00 - 14/12/2023 10:00","BZN|CZ","9105.16","9156.00"
"14/12/2023 10:00 - 14/12/2023 11:00","BZN|CZ","9112.33","9137.00"
"14/12/2023 11:00 - 14/12/2023 12:00","BZN|CZ","9064.76","9120.00"
"14/12/2023 12:00 - 14/12/2023 13:00","BZN|CZ","9071.40","9151.00"
"14/12/2023 13:00 - 14/12/2023 14:00","BZN|CZ","9128.49","9129.00"
"14/12/2023 14:00 - 14/12/2023 15:00","BZN|CZ","8918.93","8951.00"
"14/12/2023 15:00 - 14/12/2023 16:00","BZN|CZ","8938.73","8979.00"
"14/12/2023 16:00 - 14/12/2023 17:00","BZN|CZ","8987.84","9077.00"
"14/12/2023 17:00 - 14/12/2023 18:00","BZN|CZ","8823.79","8909.00"
"14/12/2023 18:00 - 14/12/2023 19:00","BZN|CZ","8678.89","8718.00"
"14/12/2023 19:00 - 14/12/2023 20:00","BZN|CZ","8595.58","8651.00"
"14/12/2023 20:00 - 14/12/2023 21:00","BZN|CZ","8281.43","8344.00"
"14/12/2023 21:00 - 14/12/2023 22:00","BZN|CZ","7808.04","7855.00"
"14/12/2023 22:00 - 14/12/2023 23:00","BZN|CZ","7437.85","7442.00"
"14/12/2023 23:00 - 15/12/2023 00:00","BZN|CZ","6987.13","6984.00"
"15/12/2023 00:00 - 15/12/2023 01:00","BZN|CZ","6679.06","6662.00"
"15/12/2023 01:00 - 15/12/2023 02:00","BZN|CZ","6690.35","6650.00"
"15/12/2023 02:00 - 15/12/2023 03:00","BZN|CZ","6515.35","6489.00"
"15/12/2023 03:00 - 15/12/2023 04:00","BZN|CZ","6490.33","6482.00"
"15/12/2023 04:00 - 15/12/2023 05:00","BZN|CZ","6644.14","6685.00"
"15/12/2023 05:00 - 15/12/2023 06:00","BZN|CZ","7169.94","7211.00"
"15/12/2023 06:00 - 15/12/2023 07:00","BZN|CZ","8230.54","8268.00"
"15/12/2023 07:00 - 15/12/2023 08:00","BZN|CZ","8851.20","8805.00"
"15/12/2023 08:00 - 15/12/2023 09:00","BZN|CZ","9040.54","9001.00"
"15/12/2023 09:00 - 15/12/2023 10:00","BZN|CZ","9145.52","9160.00"
"15/12/2023 10:00 - 15/12/2023 11:00","BZN|CZ","9097.77","9141.00"
"15/12/2023 11:00 - 15/12/2023 12:00","BZN|CZ","9096.91","9117.00"
"15/12/2023 12:00 - 15/12/2023 13:00","BZN|CZ","9013.71","9109.00"
